Vendedor_Responsavel,total_vendas,total_comissao,carros_vendidos
JESUS SIMPSON,42884.0,4331.08,1
JESUS SMITH,133849.0,9935.75,4
JESUS STEPHENS,43797.0,5697.23,1
JESUS STONE,48838.0,2700.28,1
JESUS TOWNSEND,19509.0,2490.51,1
JESUS TRUJILLO,26239.0,2337.15,1
JESUS TURNER,47592.0,4529.9,2
JESUS WALLACE,49044.0,4088.1,1
JESUS WARD,38942.0,2112.59,1
JESUS WASHINGTON,13732.0,953.77,1
JESUS WEBB,39994.0,3538.13,1
JESUS WEISS,31572.0,2513.5,1
JESUS WELLS,17204.0,936.51,1
JESUS WHEELER,14559.0,2135.1,1
JESUS WHITAKER,46533.0,6841.58,1
JESUS WHITE,39088.0,2991.74,1
JESUS WILKERSON,33868.0,3271.72,1
JESUS WILLIAMS,89920.0,6381.36,3
JESUS WILLIS,31973.0,2390.88,1
JESUS WILSON,49639.0,4045.55,1
JESUS WOODS,26971.0,2049.18,1
JESUS WRIGHT,93740.0,9702.64,3
JILL AGUILAR,40260.0,4736.91,1
JILL ALEXANDER,75389.0,7577.05,2
JILL ANDERSON,66124.0,4165.41,2
JILL ARNOLD,26552.0,3579.79,1
JILL AUSTIN,36401.0,2008.74,1
JILL BAKER,31732.0,3306.49,1
JILL BARNES,20559.0,3050.12,1
JILL BARRERA,13250.0,1071.72,1
JILL BELL,19222.0,1272.3,1
JILL BENSON,26174.0,3395.94,1
JILL BERRY,52883.0,4043.24,2
JILL BOWEN,12478.0,1411.64,1
JILL BOYER,40227.0,3554.15,1
JILL BROOKS,53496.0,5156.0,2
JILL BROWN,75201.0,4271.1900000000005,2
JILL BROWN MD,14841.0,1157.55,1
JILL BUCKLEY,49414.0,4575.22,1
JILL BURNS,41187.0,4220.66,1
JILL CALDERON,34524.0,4482.99,1
JILL CAMPBELL,21998.0,3139.19,1
JILL CAMPOS,48086.0,2600.66,1
JILL CANNON,22260.0,2134.45,1
JILL CARTER,48726.0,5394.59,2
JILL CHANG,42774.0,5026.42,1
JILL CHAVEZ,48181.0,3243.92,1
JILL CLARK,30424.0,4454.14,1
JILL COLEMAN,38493.0,4775.85,1
JILL COLLINS,20529.0,3055.31,1
JILL CONRAD,23594.0,2790.45,1
JILL CONTRERAS,39100.0,5413.19,1
JILL CORDOVA,26406.0,2216.47,1
JILL COX,76504.0,8144.62,2
JILL CRUZ,44137.0,2532.29,1
JILL DANIELS,38115.0,4714.47,1
JILL DAVIS,77852.0,6924.63,3
JILL ESPINOZA,28654.0,2789.76,1
JILL ESTRADA,25004.0,3354.03,1
JILL FERNANDEZ,25343.0,1671.28,1
JILL FLORES,48814.0,6813.51,1
JILL FOSTER,15454.0,2194.97,1
JILL FRANKLIN,67121.0,6410.34,2
JILL GALLEGOS,28990.0,1526.57,1
JILL GARCIA,14257.0,1708.97,1
JILL GARRISON,18644.0,1176.28,1
JILL GILMORE,28176.0,2857.53,1
JILL GLOVER,27277.0,1735.61,1
JILL GOLDEN,26727.0,2095.01,1
JILL GOMEZ,43973.0,3466.3,1
JILL GUTIERREZ,30722.0,2937.94,1
JILL HAMILTON,29475.0,2115.02,1
JILL HARRIS,11599.0,749.73,1
JILL HARRISON,21945.0,2341.98,1
JILL HART,33894.0,3871.1,1
JILL HAYES,35313.0,2840.53,1
JILL HAYNES,44162.0,4624.81,1
JILL HEATH,85109.0,10453.53,2
JILL HENDERSON,56226.0,7618.01,2
JILL HENSLEY,45843.0,5686.59,1
JILL HERNANDEZ,215138.0,21862.4,7
JILL HERRING,19941.0,1488.19,1
JILL HESTER,39472.0,2164.96,1
JILL HILL,16404.0,2074.55,1
JILL HOBBS,36393.0,3448.96,1
JILL HODGE,12024.0,768.12,1
JILL HOLDER,23803.0,2400.17,1
JILL HOLLAND,11146.0,579.42,1
JILL HOLMES,23709.0,3049.41,1
JILL HOPKINS,29082.0,3968.83,1
JILL HUANG,35455.0,4242.24,1
JILL HUDSON,62558.0,5697.05,2
JILL HUNT,27611.0,2484.58,1
JILL JACOBS,17268.0,900.84,1
JILL JAMES,36600.0,2519.97,1
JILL JENKINS,17314.0,1578.79,1
JILL JOHNSON,97436.0,8317.880000000001,3
JILL JOHNSTON,39057.0,1996.06,1
JILL JONES,171224.0,12345.7,6
JILL JOSEPH,31782.0,4591.16,1
JILL JOYCE,14170.0,1153.92,1
JILL KELLY,59300.0,4199.14,2
JILL KENNEDY,11534.0,1449.67,1
JILL KING,47377.0,6312.09,1
JILL KLEIN,37948.0,3053.2,1
JILL LAMBERT,49104.0,4420.65,1
JILL LEWIS,32893.0,3746.02,1
JILL LOZANO,23339.0,2646.95,1
JILL MANNING,38347.0,3225.13,1
JILL MARQUEZ,13680.0,783.03,1
JILL MASON,45533.0,2774.9,1
JILL MATTHEWS,39274.0,2441.62,1
JILL MAXWELL,41170.0,4610.29,1
JILL MCBRIDE,65028.0,4258.84,2
JILL MCCORMICK,37714.0,4994.07,1
JILL MCDANIEL,44613.0,2510.48,1
JILL MCDOWELL,18155.0,1360.67,1
JILL MCGEE,20654.0,2264.91,1
JILL MCGRATH,33453.0,2624.58,1
JILL MCPHERSON,18957.0,1123.92,1
JILL MEDINA,45735.0,4639.8,1
JILL MELTON,31671.0,2134.86,2
JILL MERCADO,41736.0,4050.22,1
JILL MEZA,38716.0,3459.19,1
JILL MILLER,53753.0,4790.77,3
JILL MONTGOMERY,46043.0,4964.09,1
JILL MOORE,64515.0,8481.970000000001,2
JILL MORGAN,57984.0,6796.4,2
JILL MORRIS,46365.0,5098.91,1
JILL MORRISON,12513.0,767.72,1
JILL MURPHY,25963.0,2228.48,1
JILL NAVARRO,48884.0,2768.96,1
JILL NICHOLS,21709.0,1310.03,1
JILL NORTON,39416.0,3447.56,1
JILL OBRIEN,11812.0,1191.09,1
JILL ODOM,16993.0,2471.56,1
JILL OLIVER,32721.0,2146.75,1
JILL OLSON,34498.0,3840.35,1
JILL ONEAL,24531.0,1500.07,1
JILL ORTEGA,40880.0,5400.31,1
JILL OSBORN,47161.0,5970.83,1
JILL OWENS,53443.0,5587.99,2
JILL PATTON,31996.0,2405.97,1
JILL PENNINGTON,47099.0,4492.62,1
JILL PERRY,36670.0,4878.3,1
JILL PETERS,42728.0,2937.04,1
JILL PETERSEN,45263.0,4654.58,1
JILL PHILLIPS,11807.0,1314.75,1
JILL PINEDA,17511.0,1091.46,1
JILL POOLE,10935.0,671.93,1
JILL POWELL,29645.0,4261.75,1
JILL PRICE,11653.0,1504.63,1
JILL PRUITT,15502.0,1335.82,1
JILL REED,51729.0,5217.75,2
JILL REYES,93204.0,9376.79,2
JILL RHODES,43394.0,4034.28,1
JILL RIOS,25416.0,1572.2,1
JILL RIVERA,89884.0,7396.9,2
JILL ROBERTS,15151.0,1356.14,1
JILL ROBINSON,27865.0,3731.55,1
JILL ROGERS,17349.0,2011.36,1
JILL ROMAN,10115.0,817.38,1
JILL ROMERO,11414.0,1233.94,1
JILL ROSS,10085.0,1367.57,1
JILL RUSSELL,20444.0,2670.41,1
JILL SALINAS,47731.0,4055.01,1
JILL SANDERS,21016.0,1202.0,1
JILL SANTANA,23503.0,2933.6,1
JILL SANTOS,30282.0,1662.51,1
JILL SCHMIDT,36997.0,4070.4,1
JILL SCOTT,53883.0,5947.99,2
JILL SHAH,44555.0,5453.97,1
JILL SHEPHERD,48307.0,4753.5,1
JILL SIMS,49139.0,5221.6,1
JILL SLOAN,49197.0,5743.79,1
JILL SMALL,20074.0,2542.35,1
JILL SMITH,248444.0,29652.66,8
JILL SNYDER,29121.0,3928.37,1
JILL SPENCER,19240.0,1581.44,1
JILL STEIN,72427.0,10762.47,2
JILL STEVENS,43620.0,4230.97,2
JILL STEVENSON,23755.0,1621.73,1
JILL STONE,58344.0,5418.16,2
JILL SWEENEY,33379.0,2430.46,1
JILL THOMPSON,21385.0,2900.85,1
JILL VALDEZ,21242.0,1436.15,1
JILL VASQUEZ,18044.0,1389.07,1
JILL WAGNER,33222.0,2945.9,1
JILL WALKER,31853.0,3151.33,1
JILL WALLACE,42348.0,5743.36,1
JILL WALTERS,34949.0,4978.94,1
JILL WARD,49048.0,5371.73,1
JILL WARREN,49444.0,5308.39,1
JILL WASHINGTON,12634.0,709.33,1
JILL WATSON,22769.0,1816.85,1
JILL WEBER,48066.0,4827.61,1
JILL WERNER DDS,35087.0,4064.53,1
JILL WHITAKER,16581.0,2476.49,1
JILL WHITE,17776.0,1274.02,1
JILL WILLIAMS,49677.0,5084.31,1
JILL WILSON,78300.0,7686.309999999999,2
JILL WRIGHT,120822.0,9677.04,4
JILL WU,12970.0,1405.4,1
JILL YATES,16713.0,1469.44,1
JILLIAN ALVARADO,15906.0,1619.25,1
JILLIAN ANDREWS,28459.0,1431.69,1
JILLIAN ARNOLD,39640.0,4878.27,1
JILLIAN BAUER,49528.0,5687.93,1
JILLIAN BLEVINS,41034.0,4382.34,1
JILLIAN BRYANT,35423.0,3509.9,1
JILLIAN CARDENAS,27728.0,2718.31,1
JILLIAN CARSON,43258.0,4392.36,1
JILLIAN CLARK,42157.0,5952.66,1
JILLIAN CRAIG,19924.0,1192.95,1
JILLIAN CRAWFORD,36306.0,4575.46,1
JILLIAN DAVIS,77275.0,7177.08,2
JILLIAN DAWSON,31110.0,3577.79,1
JILLIAN EATON,37451.0,2512.7,1
JILLIAN EDWARDS,43088.0,4289.69,1
JILLIAN FREEMAN,31351.0,2514.06,1
JILLIAN GARCIA,24079.0,3272.06,1
JILLIAN GARDNER,42910.0,4303.16,1
JILLIAN GRAHAM,15051.0,975.15,1
JILLIAN GRAY,22426.0,2301.49,1
JILLIAN GROSS,22207.0,1230.75,1
JILLIAN HALL,39833.0,4723.96,1
JILLIAN HAMPTON,38057.0,3352.02,1
JILLIAN HANCOCK,44130.0,4817.48,1
JILLIAN HARDY,28974.0,3213.05,1
JILLIAN HARRIS,40821.0,5506.54,1
JILLIAN HOWELL,45986.0,4120.91,1
JILLIAN INGRAM,43769.0,4030.6,1
JILLIAN JACKSON,34852.0,3517.58,1
JILLIAN JOHNSON,21529.0,2897.62,1
JILLIAN JORDAN,34252.0,2330.21,1
JILLIAN KENNEDY,19734.0,2838.31,1
JILLIAN LAWSON,29834.0,1688.33,1
JILLIAN LEE,21077.0,1355.02,1
JILLIAN LONG,16785.0,2297.93,1
JILLIAN MALONE,26808.0,3880.24,1
JILLIAN MARTIN,49548.0,4675.65,1
JILLIAN MARTINEZ,64825.0,5718.49,2
JILLIAN MAXWELL,45898.0,4866.01,1
JILLIAN MILLER,23701.0,1958.28,1
JILLIAN MORENO,11144.0,1159.65,1
JILLIAN MORGAN,56872.0,6586.009999999999,2
JILLIAN MULLINS,19054.0,1049.59,1
JILLIAN ONEAL,27515.0,3661.03,1
JILLIAN OWEN,33878.0,4926.58,1
JILLIAN PARK,45256.0,2559.79,1
JILLIAN PEREZ,28833.0,3887.63,1
JILLIAN PERRY MD,33833.0,5014.05,1
JILLIAN PHAM,22294.0,1707.42,1
JILLIAN PHILLIPS,43188.0,4442.55,1
JILLIAN PIERCE,14661.0,1748.53,1
JILLIAN ROBBINS,40201.0,3130.76,1
JILLIAN ROGERS,11439.0,956.8,1
JILLIAN SMITH PHD,49726.0,4456.44,1
JILLIAN SPARKS,44754.0,6213.96,1
JILLIAN TAYLOR,19968.0,1494.23,1
JILLIAN TERRELL,10339.0,1382.64,1
JILLIAN THOMPSON,39722.0,5671.05,1
JILLIAN TRUJILLO,39086.0,4748.17,1
JILLIAN TURNER,44657.0,4509.4,1
JILLIAN WILLIAMS,16122.0,1792.57,1
JILLIAN WILSON,40920.0,3938.89,1
JILLIAN WISE,42753.0,3963.35,1
JILLIAN WRIGHT,35852.0,2219.35,1
JILLIAN WYATT,45884.0,5683.07,1
JIM ACEVEDO,39866.0,2542.03,1
JIM ACOSTA,27100.0,3505.58,1
JIM AGUILAR,46669.0,2675.98,1
JIM ALLISON,16221.0,1128.23,1
JIM ARROYO DDS,39015.0,2363.17,1
JIM BAKER,19745.0,1694.87,1
JIM BOYER,14390.0,822.03,1
JIM CERVANTES,35264.0,2374.56,1
JIM COOKE,53906.0,4327.389999999999,2
JIM COOPER,38191.0,5119.8,1
JIM DAVIES,16691.0,1205.15,1
JIM EDWARDS,47388.0,5402.6,1
JIM FLETCHER,46168.0,4090.81,1
JIM GARCIA,122055.0,9239.46,3
JIM GARRETT,32043.0,4092.23,1
JIM GONZALES,34543.0,2759.87,1
JIM GRANT,25951.0,2812.84,1
JIM GRIFFITH,43508.0,2497.23,1
JIM HEBERT,22202.0,1490.95,1
JIM HERNANDEZ,46562.0,3934.45,1
JIM HOPKINS,28764.0,4131.03,1
JIM JOHNSON,23021.0,3055.9,1
JIM LARSON,32533.0,3125.7,1
JIM LOPEZ,47068.0,6766.97,1
JIM MOORE,32329.0,4340.61,1
JIM MORALES,46688.0,5613.5,1
JIM PATTERSON,35218.0,3129.4,1
JIM PEREZ,33463.0,2597.9,1
JIM POWELL,45762.0,3872.29,1
JIM RAMIREZ,39536.0,2525.61,1
JIM REED,46826.0,2416.91,1
JIM RICHARDSON,28775.0,2189.76,1
JIM RIVERS,35016.0,1859.37,1
JIM ROBERTSON,47362.0,3794.52,1
JIM ROMAN,30656.0,1574.74,1
JIM STEPHENS,23470.0,1180.64,1
JIM TANNER,28821.0,1656.01,1
JIM THOMAS,18296.0,1739.8,1
JIM WILLIAMS,41658.0,5567.24,2
JIM WILSON,44703.0,6485.95,1
JIM WONG,49353.0,6611.1,1
JIM WU,33400.0,1802.97,1
JIMMY ALLEN,64169.0,6859.23,2
JIMMY ALVARADO,30296.0,2237.94,1
JIMMY BAXTER,23589.0,2425.76,1
JIMMY BELL,20789.0,1192.53,1
JIMMY BEST,21954.0,1717.35,1
JIMMY BISHOP,21438.0,1870.03,1
JIMMY BLACK,10415.0,1462.8,1
JIMMY BOWERS,11376.0,680.43,1
JIMMY BROCK,28208.0,1899.01,1
JIMMY CONRAD,14357.0,924.71,1
JIMMY COOK,31134.0,1633.57,1
JIMMY COOKE,31925.0,3492.17,1
JIMMY COX,29828.0,2322.05,1
JIMMY CRANE,46016.0,5683.89,1
JIMMY DAVENPORT,48077.0,4838.65,1
JIMMY DAVIS,31165.0,1932.41,1
JIMMY DELEON,11201.0,910.15,1
JIMMY DUKE,23246.0,1726.49,1
JIMMY EVANS,26978.0,2772.58,1
JIMMY FERGUSON PHD,12910.0,1809.81,1
JIMMY FIELDS,16628.0,2266.12,1
JIMMY FLORES,14952.0,1955.1,1
JIMMY FLOWERS,12051.0,1163.51,1
JIMMY FULLER,31540.0,4578.35,1
JIMMY GARCIA,39527.0,2841.73,1
JIMMY GATES,29775.0,4086.59,1
JIMMY GLASS,33025.0,2709.52,1
JIMMY GREEN,84761.0,10489.18,2
JIMMY HALL,39893.0,4954.91,1
JIMMY HAYS,22384.0,2218.06,1
JIMMY HERMAN,29021.0,2659.08,1
JIMMY HERNANDEZ,117209.0,10086.07,3
JIMMY HILL,32235.0,4318.95,1
JIMMY INGRAM,43388.0,3917.54,1
JIMMY JENKINS,10646.0,922.92,1
JIMMY JONES,20840.0,1335.58,1
JIMMY JOYCE,43798.0,3915.11,1
JIMMY KIM,79117.0,6411.9400000000005,2
JIMMY KNAPP,43252.0,4149.1,1
JIMMY LAWRENCE,42466.0,5163.99,1
JIMMY LEWIS,37186.0,5349.87,1
JIMMY LOPEZ,56256.0,7607.32,2
JIMMY LOWE,24179.0,1509.17,1
JIMMY MCMILLAN,41848.0,5344.46,1
JIMMY MICHAEL,30586.0,3395.87,1
JIMMY MILES,47455.0,3966.51,1
JIMMY MILLER,75368.0,8513.6,2
JIMMY MONROE,40057.0,3273.39,1
JIMMY MOODY,68026.0,8523.210000000001,2
JIMMY NUNEZ,29831.0,3900.13,1
JIMMY OBRIEN,21396.0,1730.06,1
JIMMY PACE,36549.0,5103.44,1
JIMMY PARK,38474.0,5198.48,1
JIMMY PARSONS,12241.0,1153.12,1
JIMMY PEREZ,37877.0,2758.22,1
JIMMY QUINN,44913.0,3848.17,1
JIMMY REED,67986.0,4964.389999999999,2
JIMMY RICE,42698.0,3953.940000000001,2
JIMMY ROBERTSON,46600.0,4849.03,1
JIMMY ROBINSON,43298.0,4003.27,1
JIMMY RODRIGUEZ,49851.0,4073.61,1
JIMMY RUSSELL,11107.0,710.84,1
JIMMY SAMPSON,48548.0,5187.43,1
JIMMY SANCHEZ,12742.0,1208.63,1
JIMMY SAUNDERS,43244.0,4475.74,1
JIMMY SAVAGE,27278.0,3058.16,1
JIMMY SCHNEIDER,23198.0,2542.72,1
JIMMY SCHULTZ,25209.0,3609.16,1
JIMMY SHELTON,49944.0,3035.57,1
JIMMY SIMMONS,26059.0,2816.05,1
JIMMY SMITH,36437.0,2079.13,1
JIMMY SMITH MD,47004.0,5349.65,1
JIMMY STEPHENS,27586.0,4104.45,1
JIMMY STUART,31920.0,4231.4,1
JIMMY SULLIVAN,43045.0,3218.08,1
JIMMY VALENCIA II,14576.0,1264.87,1
JIMMY VAUGHAN,11079.0,1481.66,1
JIMMY VAUGHN,41997.0,2233.04,1
JIMMY VELASQUEZ,12399.0,1193.27,1
JIMMY WAGNER,44662.0,5044.07,1
JIMMY WALKER,27082.0,2738.33,1
JIMMY WARD,10310.0,1499.05,1
JIMMY WARE,49209.0,6372.02,1
JIMMY WATKINS,35674.0,3468.63,1
JIMMY WELLS,43214.0,3614.13,1
JIMMY WHITE,23067.0,1704.07,1
JIMMY WHITNEY,17801.0,2370.33,1
JIMMY WILKERSON,42061.0,2110.12,1
JIMMY WILLIAMS,34036.0,1892.29,1
JIMMY WILLIAMS DVM,36960.0,3521.14,1
JIMMY WILSON,45570.0,3816.42,1
JIMMY WRIGHT,26665.0,3437.15,1
JO ANDERSON,32882.0,2823.77,1
JO BAKER,24709.0,2544.84,1
JO BARNES,25432.0,2718.7,1
JO BECK,27139.0,2648.37,1
JO BENDER,48303.0,6830.85,1
JO BLAIR,48331.0,7188.95,1
JO BROWN,41992.0,2273.01,1
JO CAMPOS,10837.0,1424.16,1
JO CISNEROS,30934.0,4120.13,1
JO COLLINS,38390.0,4699.46,1
JO DANIEL,21117.0,1564.75,1
JO DAVILA,12301.0,859.16,1
JO DRAKE,14782.0,789.38,1
JO FISCHER,37987.0,3249.41,1
JO GARCIA,47156.0,6962.4,1
JO GONZALEZ,47541.0,4863.6,1
JO GRIFFIN,43076.0,3236.6,1
JO HERNANDEZ,20646.0,2762.84,1
JO HINES,27358.0,1531.47,1
JO HUDSON,25307.0,1476.01,1
JO JACKSON,64709.0,8973.69,2
JO JOHNSON,35528.0,4216.64,1
JO JOHNSTON,35826.0,5019.47,1
JO LARSON,46936.0,3691.59,1
JO LIVINGSTON,17853.0,1683.39,1
JO MARTIN,33256.0,3111.64,1
JO MEYER,26017.0,3599.62,1
JO MONTGOMERY,48542.0,4931.49,1
JO MOORE,37567.0,4038.55,2
JO MORALES,34920.0,1951.56,1
JO MORRIS,44226.0,3226.02,1
JO MORRISON,14591.0,2112.66,1
JO PATEL,10779.0,1229.32,1
JO RAYMOND,39350.0,3040.61,1
JO REED,28670.0,3310.12,1
JO ROBBINS,34312.0,4536.83,1
JO ROBINSON,38672.0,2619.5,1
JO TAYLOR,48549.0,5871.030000000001,2
JO TUCKER,27854.0,3050.88,1
JO WILLIAMS,29318.0,4260.51,1
JO ZIMMERMAN,32948.0,4864.07,1
JOAN ALEXANDER,42759.0,3806.59,1
JOAN BAUER,36176.0,3565.2,1
JOAN BELL,27240.0,1956.85,1
JOAN BISHOP,44384.0,5886.8,1
JOAN BROWN,14156.0,1839.86,1
JOAN BRYAN,21338.0,3112.95,1
JOAN BUCKLEY,47111.0,3390.01,1
JOAN CHAPMAN,43382.0,5144.69,1
JOAN DAVIS,16355.0,2310.1,1
JOAN ESTRADA,19767.0,1581.24,1
JOAN FERGUSON,32746.0,2546.59,1
JOAN FLOYD,11293.0,1077.08,1
JOAN FOSTER,41815.0,5482.37,1
JOAN FOWLER,19015.0,2807.27,1
JOAN FOX,42223.0,2797.62,1
JOAN GONZALEZ,32298.0,3312.02,1
JOAN HALL,17983.0,998.1,1
JOAN HANSON,38384.0,4560.54,1
JOAN HESS,38881.0,5401.12,1
JOAN HILL,13476.0,696.95,1
JOAN HO,15229.0,878.08,1
JOAN HOFFMAN,28543.0,3481.3,1
JOAN HOPKINS,21402.0,3147.68,1
JOAN HUNT,38468.0,4209.96,1
JOAN JOHNSON,83622.0,7270.28,3
JOAN JONES,83209.0,9201.29,3
JOAN LEWIS,19822.0,1633.72,1
JOAN LINDSEY,47141.0,5535.06,1
JOAN LLOYD,37557.0,3963.12,1
JOAN MARSHALL,31661.0,3466.86,1
JOAN MARTINEZ,15976.0,1136.1,1
JOAN MENDEZ,41619.0,6214.96,1
JOAN NEWMAN,43706.0,2766.07,1
JOAN NGUYEN,16536.0,2296.57,1
JOAN NGUYEN MD,28950.0,2550.72,1
JOAN ORTIZ,35563.0,3768.31,1
JOAN PALMER,22829.0,2416.76,1
JOAN PARKS,38088.0,4123.37,1
JOAN PAYNE,13303.0,1207.28,1
JOAN RIVERS,44123.0,4610.91,1
JOAN ROBBINS,23538.0,2638.26,1
JOAN ROSE,13964.0,947.49,1
JOAN ROWE,30713.0,3316.39,1
JOAN RUSSO,38523.0,3603.0,1
JOAN SMITH,62658.0,6296.599999999999,2
JOAN SPENCER,49565.0,4979.92,1
JOAN VEGA,18156.0,2043.75,1
JOAN WALLACE,70400.0,8868.380000000001,2
JOAN WIGGINS,13567.0,1787.71,1
JOAN WILKERSON,49539.0,3477.06,1
JOAN WILKINS,22444.0,2991.95,1
JOAN WILLIAMS,40820.0,4465.51,1
JOAN YATES,35708.0,2161.19,1
JOAN YOUNG,28205.0,2731.61,1
JOANN ADAMS,27226.0,3042.2,1
JOANN ALVAREZ,15188.0,934.28,1
JOANN AVILA,36936.0,3144.18,1
JOANN BROWN,26760.0,3014.31,1
JOANN DOYLE,11710.0,779.36,1
JOANN DUARTE,16361.0,1559.46,1
JOANN EVANS,14603.0,769.7,1
JOANN EVERETT,20820.0,1049.74,1
JOANN FARMER,17971.0,2550.23,1
JOANN FOWLER,42568.0,4099.85,1
JOANN FRY,32388.0,2416.72,1
JOANN HERNANDEZ,26690.0,2725.83,1
JOANN JENSEN,23816.0,3295.23,1
JOANN JONES MD,49377.0,4422.98,1
JOANN JOSEPH,32196.0,3486.02,1
JOANN LITTLE,32337.0,2305.04,1
JOANN LIU,34706.0,3641.56,1
JOANN MARTIN,22205.0,2488.48,1
JOANN MARTINEZ,29229.0,4370.37,1
JOANN MATTHEWS,16808.0,1876.98,1
JOANN MAY,31152.0,2478.21,1
JOANN MCDONALD,14772.0,1137.8,1
JOANN MILLS,13311.0,749.25,1
JOANN MURRAY,33651.0,2313.7,1
JOANN NGUYEN,56982.0,7312.24,2
JOANN PATEL,38934.0,3024.47,1
JOANN PATTON,17075.0,1089.49,1
JOANN PAYNE,21532.0,2755.51,1
JOANN PENA,34584.0,3024.85,1
JOANN RAMSEY,45786.0,3784.03,1
JOANN ROSE,12866.0,1689.88,1
JOANN SAVAGE,21049.0,2097.29,1
JOANN SMITH,13350.0,1917.66,1
JOANN SUMMERS,42814.0,5570.48,1
JOANN WILLIAMS,18843.0,1275.96,1
JOANNA ADAMS,19766.0,1866.27,1
JOANNA ALLEN,27902.0,1886.98,1
JOANNA ANDERSON,12341.0,1341.63,1
JOANNA ANDREWS,37386.0,2818.55,2
JOANNA BALLARD,30936.0,3852.59,1
JOANNA BENNETT,14709.0,1766.84,1
JOANNA BENSON,33830.0,3981.08,1
JOANNA BOWERS,24786.0,2695.68,1
JOANNA BROWN,29917.0,2290.58,1
JOANNA CAMPBELL,25265.0,3257.42,1
JOANNA CHRISTENSEN,30150.0,1768.43,1
JOANNA COCHRAN,47768.0,6398.77,1
JOANNA COOPER,14636.0,1689.59,1
JOANNA DANIELS,25987.0,1693.68,1
JOANNA DAVIDSON,38917.0,2469.73,1
JOANNA DAVIS,51460.0,5819.71,2
JOANNA DELEON,47465.0,4832.91,1
JOANNA DIAZ,36248.0,4971.41,1
JOANNA FERNANDEZ,10377.0,1006.71,1
JOANNA FISHER,42705.0,5106.02,1
JOANNA FITZGERALD,46437.0,3810.62,1
JOANNA GARCIA,52352.0,5364.58,2
JOANNA GORDON,43364.0,5635.28,1
JOANNA GREEN,39613.0,2149.43,1
JOANNA GREENE DDS,29719.0,2536.69,1
JOANNA HARPER,85430.0,8377.5,2
JOANNA HARRIS,47903.0,3969.43,2
JOANNA HARVEY,29630.0,4339.2,1
JOANNA HICKS,35393.0,4786.26,1
JOANNA HILL,32238.0,2208.21,1
JOANNA HINES,16440.0,1589.9,1
JOANNA HODGE,47849.0,4547.69,1
JOANNA JACKSON,19127.0,2604.62,1
JOANNA JOHNSON,27130.0,2695.28,1
JOANNA KELLY,38670.0,4563.16,1
JOANNA KIM,17277.0,2101.67,1
JOANNA KNIGHT,21803.0,2557.76,1
JOANNA LAWRENCE,39145.0,5494.3,1
JOANNA LEE,35304.0,3386.92,1
JOANNA LEWIS,46676.0,6907.61,1
JOANNA MALDONADO,20523.0,1399.31,1
JOANNA MALONE,14493.0,847.03,1
JOANNA MARTIN,26816.0,1497.03,1
JOANNA MCCORMICK DVM,20931.0,1286.56,1
JOANNA MCDANIEL,14664.0,1871.77,1
JOANNA MILLER,37035.0,4777.7,1
JOANNA MILLS,31897.0,2914.96,1
JOANNA ODOM,39696.0,5298.58,1
JOANNA OROZCO,37267.0,4908.94,1
JOANNA PARKER,17555.0,2392.24,1
JOANNA PEREZ,23689.0,2612.99,1
JOANNA RANDALL,21292.0,1184.13,1
JOANNA RICE,48455.0,5370.25,1
JOANNA ROGERS,11461.0,922.59,1
JOANNA RUIZ,22975.0,1674.21,1
JOANNA SCHMIDT,17236.0,1820.48,1
JOANNA SCOTT,45678.0,6692.03,1
JOANNA SMITH,69152.0,6339.67,2
JOANNA SUAREZ,48283.0,5614.33,1
JOANNA THOMAS,49445.0,6636.33,1
JOANNA TRAN,21294.0,2857.87,1
JOANNA TURNER,37150.0,5050.74,1
JOANNA VALENCIA,24214.0,1810.21,1
JOANNA VILLA,47137.0,6195.08,1
JOANNA WASHINGTON,20328.0,2900.44,1
JOANNA WATTS,40488.0,4655.98,1
JOANNE ANDERSON,53407.0,4278.4400000000005,2
JOANNE ATKINSON,25332.0,1408.83,1
JOANNE BAKER,16410.0,1542.29,1
JOANNE BARKER,27147.0,3407.36,1
JOANNE BUSH,34264.0,2974.89,1
JOANNE CARROLL,46150.0,3397.97,1
JOANNE DAVIS,39329.0,3362.32,1
JOANNE DAY,29049.0,2327.41,1
JOANNE EVANS,49422.0,5096.66,1
JOANNE FOX,14530.0,1628.28,1
JOANNE FREEMAN,35731.0,4303.32,1
JOANNE GONZALEZ,28176.0,2153.81,1
JOANNE GRAY,11458.0,784.24,1
JOANNE HARRIS,28127.0,1531.72,1
JOANNE HENDERSON,11990.0,1133.75,1
JOANNE HOLMES,24108.0,3388.35,1
JOANNE HOLT,31119.0,2901.1,1
JOANNE HUTCHINSON,31055.0,2457.12,1
JOANNE JOHNSON,30918.0,2498.23,1
JOANNE KELLER,29472.0,3119.07,1
JOANNE LARSON,17782.0,2406.52,1
JOANNE LONG,42188.0,2617.11,1
JOANNE MORAN,46682.0,5555.88,1
JOANNE MYERS,56130.0,3140.09,2
JOANNE NOVAK,20598.0,2409.83,1
JOANNE OLSON,30413.0,2081.12,1
JOANNE PEREZ,15055.0,1733.64,1
JOANNE RAMIREZ,38301.0,4646.15,2
JOANNE REESE,24735.0,3115.02,1
JOANNE ROJAS,44464.0,5632.66,1
JOANNE ROY,14785.0,1342.06,1
JOANNE SANFORD,11494.0,1153.24,1
